part_size,part_size_formatted,chunk_size,chunk_size_formatted,run,seconds,gbps
1073741824,1024MB,1048576,1MB,9,0.598179,71.800667
1073741824,1024MB,1048576,1MB,10,0.659367,65.137735
1073741824,1024MB,4194304,4MB,1,1.931764,22.233398
1073741824,1024MB,4194304,4MB,2,0.571220,75.189385
1073741824,1024MB,4194304,4MB,3,0.569895,75.364226
1073741824,1024MB,4194304,4MB,4,0.569973,75.353886
1073741824,1024MB,4194304,4MB,5,0.571019,75.215786
1073741824,1024MB,4194304,4MB,6,0.572012,75.085239
1073741824,1024MB,4194304,4MB,7,0.570988,75.219975
1073741824,1024MB,4194304,4MB,8,0.572331,75.043415
1073741824,1024MB,4194304,4MB,9,0.571585,75.141384
1073741824,1024MB,4194304,4MB,10,0.575843,74.585708
1073741824,1024MB,8388608,8MB,1,1.980775,21.683264
1073741824,1024MB,8388608,8MB,2,0.602078,71.335717
1073741824,1024MB,8388608,8MB,3,0.592769,72.456065
1073741824,1024MB,8388608,8MB,4,0.598869,71.717929
1073741824,1024MB,8388608,8MB,5,0.599702,71.618406
1073741824,1024MB,8388608,8MB,6,0.600669,71.503122
1073741824,1024MB,8388608,8MB,7,0.599994,71.583444
1073741824,1024MB,8388608,8MB,8,0.599951,71.588694
1073741824,1024MB,8388608,8MB,9,0.602930,71.234960
1073741824,1024MB,8388608,8MB,10,0.592187,72.527177
1073741824,1024MB,16777216,16MB,1,1.933001,22.219164
1073741824,1024MB,16777216,16MB,2,0.602358,71.302557
1073741824,1024MB,16777216,16MB,3,0.598734,71.734123
1073741824,1024MB,16777216,16MB,4,0.603285,71.193042
1073741824,1024MB,16777216,16MB,5,0.600874,71.478691
1073741824,1024MB,16777216,16MB,6,0.603503,71.167337
1073741824,1024MB,16777216,16MB,7,0.603196,71.203535
1073741824,1024MB,16777216,16MB,8,0.602032,71.341168
1073741824,1024MB,16777216,16MB,9,0.603500,71.167691
1073741824,1024MB,16777216,16MB,10,0.601603,71.392100
1073741824,1024MB,67108864,64MB,1,1.956587,21.951323
1073741824,1024MB,67108864,64MB,2,0.610646,70.334814
1073741824,1024MB,67108864,64MB,3,0.605316,70.954146
1073741824,1024MB,67108864,64MB,4,0.607791,70.665212
1073741824,1024MB,67108864,64MB,5,0.610864,70.309691
1073741824,1024MB,67108864,64MB,6,0.612510,70.120747
1073741824,1024MB,67108864,64MB,7,0.603768,71.136077
1073741824,1024MB,67108864,64MB,8,0.611054,70.287840
1073741824,1024MB,67108864,64MB,9,0.609318,70.488085
1073741824,1024MB,67108864,64MB,10,0.613804,69.972990
1073741824,1024MB,268435456,256MB,1,1.910185,22.484564
1073741824,1024MB,268435456,256MB,2,0.599081,71.692621
1073741824,1024MB,268435456,256MB,3,0.596195,72.039628
1073741824,1024MB,268435456,256MB,4,0.596981,71.944839
1073741824,1024MB,268435456,256MB,5,0.597200,71.918395
1073741824,1024MB,268435456,256MB,6,0.601215,71.438102
1073741824,1024MB,268435456,256MB,7,0.602919,71.236271
1073741824,1024MB,268435456,256MB,8,0.597186,71.920069
1073741824,1024MB,268435456,256MB,9,0.603650,71.149959
1073741824,1024MB,268435456,256MB,10,0.607294,70.722985
1073741824,1024MB,536870912,512MB,1,1.908899,22.499712
1073741824,1024MB,536870912,512MB,2,0.596501,72.002648
1073741824,1024MB,536870912,512MB,3,0.594701,72.220556
1073741824,1024MB,536870912,512MB,4,0.594379,72.259742
1073741824,1024MB,536870912,512MB,5,0.596221,72.036559
1073741824,1024MB,536870912,512MB,6,0.595614,72.109888
1073741824,1024MB,536870912,512MB,7,0.594965,72.188631
1073741824,1024MB,536870912,512MB,8,0.595892,72.076295
1073741824,1024MB,536870912,512MB,9,0.595241,72.155062
1073741824,1024MB,536870912,512MB,10,0.595369,72.139586
1073741824,1024MB,1073741824,1024MB,1,1.985328,21.633536
1073741824,1024MB,1073741824,1024MB,2,0.612149,70.162157
1073741824,1024MB,1073741824,1024MB,3,0.609532,70.463383
1073741824,1024MB,1073741824,1024MB,4,0.602637,71.269594
1073741824,1024MB,1073741824,1024MB,5,0.611609,70.224058
1073741824,1024MB,1073741824,1024MB,6,0.604603,71.037833
1073741824,1024MB,1073741824,1024MB,7,0.612629,70.107195
1073741824,1024MB,1073741824,1024MB,8,0.611592,70.226033
1073741824,1024MB,1073741824,1024MB,9,0.603205,71.202460
1073741824,1024MB,1073741824,1024MB,10,0.605730,70.905663
2147483648,2048MB,8192,8KB,1,4.073226,10.544387
2147483648,2048MB,8192,8KB,2,3.904638,10.999657
2147483648,2048MB,8192,8KB,3,4.211208,10.198895
2147483648,2048MB,8192,8KB,4,3.640652,11.797246
2147483648,2048MB,8192,8KB,5,4.066583,10.561613
2147483648,2048MB,8192,8KB,6,3.812877,11.264373
2147483648,2048MB,8192,8KB,7,3.667220,11.711780
2147483648,2048MB,8192,8KB,8,3.638919,11.802867
2147483648,2048MB,8192,8KB,9,3.782054,11.356177
2147483648,2048MB,8192,8KB,10,3.602986,11.920578
2147483648,2048MB,16384,16KB,1,3.241644,13.249350
2147483648,2048MB,16384,16KB,2,2.463959,17.431161
2147483648,2048MB,16384,16KB,3,2.817023,15.246476
2147483648,2048MB,16384,16KB,4,2.221104,19.337082
2147483648,2048MB,16384,16KB,5,2.172090,19.773432
2147483648,2048MB,16384,16KB,6,2.177755,19.721999
2147483648,2048MB,16384,16KB,7,2.196557,19.553182
2147483648,2048MB,16384,16KB,8,2.674166,16.060961
2147483648,2048MB,16384,16KB,9,2.217467,19.368802
2147483648,2048MB,16384,16KB,10,2.187754,19.631856
2147483648,2048MB,32768,32KB,1,2.843395,15.105066
2147483648,2048MB,32768,32KB,2,1.836546,23.386112
2147483648,2048MB,32768,32KB,3,2.345216,18.313742
2147483648,2048MB,32768,32KB,4,1.549970,27.709994
2147483648,2048MB,32768,32KB,5,1.525011,28.163521
2147483648,2048MB,32768,32KB,6,1.570261,27.351936
2147483648,2048MB,32768,32KB,7,1.645737,26.097530
2147483648,2048MB,32768,32KB,8,1.554723,27.625288
2147483648,2048MB,32768,32KB,9,1.573950,27.287824
2147483648,2048MB,32768,32KB,10,1.542203,27.849564
2147483648,2048MB,65536,64KB,1,2.679918,16.026488
2147483648,2048MB,65536,64KB,2,1.506422,28.511042
2147483648,2048MB,65536,64KB,3,1.186770,36.190381
2147483648,2048MB,65536,64KB,4,1.211202,35.460374
2147483648,2048MB,65536,64KB,5,2.060089,20.848456
2147483648,2048MB,65536,64KB,6,1.208799,35.530873
2147483648,2048MB,65536,64KB,7,1.200860,35.765753
2147483648,2048MB,65536,64KB,8,1.190302,36.083002
2147483648,2048MB,65536,64KB,9,1.200340,35.781265
2147483648,2048MB,65536,64KB,10,1.191761,36.038843
2147483648,2048MB,131072,128KB,1,2.161215,19.872927
2147483648,2048MB,131072,128KB,2,1.273377,33.728953
2147483648,2048MB,131072,128KB,3,1.414050,30.373524
2147483648,2048MB,131072,128KB,4,1.954595,21.973697
2147483648,2048MB,131072,128KB,5,0.781505,54.957629
2147483648,2048MB,131072,128KB,6,0.789173,54.423654
2147483648,2048MB,131072,128KB,7,0.762706,56.312234
2147483648,2048MB,131072,128KB,8,0.804190,53.407377
2147483648,2048MB,131072,128KB,9,0.772054,55.630371
2147483648,2048MB,131072,128KB,10,0.828765,51.823699
2147483648,2048MB,196608,192KB,1,2.167209,19.817965
2147483648,2048MB,196608,192KB,2,0.955945,44.929002
2147483648,2048MB,196608,192KB,3,0.785238,54.696390
2147483648,2048MB,196608,192KB,4,1.316481,32.624595
2147483648,2048MB,196608,192KB,5,0.755050,56.883194
2147483648,2048MB,196608,192KB,6,1.022594,42.000693
2147483648,2048MB,196608,192KB,7,1.873052,22.930313
2147483648,2048MB,196608,192KB,8,1.910516,22.480672
2147483648,2048MB,196608,192KB,9,1.421356,30.217402
2147483648,2048MB,196608,192KB,10,0.738021,58.195717
2147483648,2048MB,262144,256KB,1,2.046179,20.990185
2147483648,2048MB,262144,256KB,2,1.379508,31.134063
2147483648,2048MB,262144,256KB,3,0.985558,43.579033
2147483648,2048MB,262144,256KB,4,1.688828,25.431644
2147483648,2048MB,262144,256KB,5,1.264701,33.960332
2147483648,2048MB,262144,256KB,6,0.663666,64.715834
2147483648,2048MB,262144,256KB,7,0.677726,63.373230
2147483648,2048MB,262144,256KB,8,0.916761,46.849352
2147483648,2048MB,262144,256KB,9,0.661472,64.930457
2147483648,2048MB,262144,256KB,10,0.675924,63.542191
2147483648,2048MB,1048576,1MB,1,1.950480,22.020055
2147483648,2048MB,1048576,1MB,2,1.006116,42.688607
2147483648,2048MB,1048576,1MB,3,0.763142,56.280076
2147483648,2048MB,1048576,1MB,4,0.680192,63.143492
2147483648,2048MB,1048576,1MB,5,0.607263,70.726654
2147483648,2048MB,1048576,1MB,6,1.232434,34.849479
2147483648,2048MB,1048576,1MB,7,0.626839,68.517859
2147483648,2048MB,1048576,1MB,8,0.631645,67.996581
2147483648,2048MB,1048576,1MB,9,0.589064,72.911664
2147483648,2048MB,1048576,1MB,10,0.648664,66.212481
2147483648,2048MB,4194304,4MB,1,1.946243,22.067994
2147483648,2048MB,4194304,4MB,2,0.576721,74.472237
2147483648,2048MB,4194304,4MB,3,0.571782,75.115482
2147483648,2048MB,4194304,4MB,4,0.569791,75.377995
2147483648,2048MB,4194304,4MB,5,0.572566,75.012667
2147483648,2048MB,4194304,4MB,6,0.572183,75.062813
2147483648,2048MB,4194304,4MB,7,0.573318,74.914172
2147483648,2048MB,4194304,4MB,8,0.574030,74.821265
2147483648,2048MB,4194304,4MB,9,0.574396,74.773576
2147483648,2048MB,4194304,4MB,10,0.576132,74.548346
2147483648,2048MB,8388608,8MB,1,1.927279,22.285139
2147483648,2048MB,8388608,8MB,2,0.584220,73.516253
2147483648,2048MB,8388608,8MB,3,0.589075,72.910327
2147483648,2048MB,8388608,8MB,4,0.586009,73.291869
2147483648,2048MB,8388608,8MB,5,0.588519,72.979209
2147483648,2048MB,8388608,8MB,6,0.583596,73.594885
2147483648,2048MB,8388608,8MB,7,0.587740,73.075912
2147483648,2048MB,8388608,8MB,8,0.580918,73.934102
2147483648,2048MB,8388608,8MB,9,0.588674,72.960006
2147483648,2048MB,8388608,8MB,10,0.589167,72.899016
2147483648,2048MB,16777216,16MB,1,1.976641,21.728621
2147483648,2048MB,16777216,16MB,2,0.601914,71.355153
2147483648,2048MB,16777216,16MB,3,0.594262,72.273944
2147483648,2048MB,16777216,16MB,4,0.601246,71.434443
2147483648,2048MB,16777216,16MB,5,0.599896,71.595246
2147483648,2048MB,16777216,16MB,6,0.595355,72.141306
2147483648,2048MB,16777216,16MB,7,0.591359,72.628776
2147483648,2048MB,16777216,16MB,8,0.591874,72.565592
2147483648,2048MB,16777216,16MB,9,0.601372,71.419452
2147483648,2048MB,16777216,16MB,10,0.600843,71.482296
2147483648,2048MB,67108864,64MB,1,1.925788,22.302390
2147483648,2048MB,67108864,64MB,2,0.607435,70.706627
2147483648,2048MB,67108864,64MB,3,0.599129,71.686818
2147483648,2048MB,67108864,64MB,4,0.605931,70.882107
2147483648,2048MB,67108864,64MB,5,0.601379,71.418621
2147483648,2048MB,67108864,64MB,6,0.603370,71.183001
2147483648,2048MB,67108864,64MB,7,0.605508,70.931601
2147483648,2048MB,67108864,64MB,8,0.607262,70.726805
2147483648,2048MB,67108864,64MB,9,0.607123,70.742975
2147483648,2048MB,67108864,64MB,10,0.608050,70.635066
2147483648,2048MB,268435456,256MB,1,1.925620,22.304340
2147483648,2048MB,268435456,256MB,2,0.601453,71.409810
2147483648,2048MB,268435456,256MB,3,0.604580,71.040501
2147483648,2048MB,268435456,256MB,4,0.609881,70.423084
2147483648,2048MB,268435456,256MB,5,0.599453,71.648155
2147483648,2048MB,268435456,256MB,6,0.600390,71.536337
2147483648,2048MB,268435456,256MB,7,0.601628,71.389098
2147483648,2048MB,268435456,256MB,8,0.602658,71.267016
2147483648,2048MB,268435456,256MB,9,0.602433,71.293692
2147483648,2048MB,268435456,256MB,10,0.604820,71.012323
2147483648,2048MB,536870912,512MB,1,1.935216,22.193738
2147483648,2048MB,536870912,512MB,2,0.605973,70.877206
2147483648,2048MB,536870912,512MB,3,0.605430,70.940716
2147483648,2048MB,536870912,512MB,4,0.604514,71.048327
2147483648,2048MB,536870912,512MB,5,0.602694,71.262854
2147483648,2048MB,536870912,512MB,6,0.603990,71.109907
2147483648,2048MB,536870912,512MB,7,0.603277,71.193915
2147483648,2048MB,536870912,512MB,8,0.608785,70.549763
2147483648,2048MB,536870912,512MB,9,0.608318,70.603982
2147483648,2048MB,536870912,512MB,10,0.603448,71.173741
2147483648,2048MB,1073741824,1024MB,1,1.976194,21.733531
2147483648,2048MB,1073741824,1024MB,2,0.608870,70.539949
2147483648,2048MB,1073741824,1024MB,3,0.609574,70.458517
2147483648,2048MB,1073741824,1024MB,4,0.614497,69.894077
2147483648,2048MB,1073741824,1024MB,5,0.615426,69.788525
2147483648,2048MB,1073741824,1024MB,6,0.614501,69.893622
2147483648,2048MB,1073741824,1024MB,7,0.608556,70.576427
2147483648,2048MB,1073741824,1024MB,8,0.603475,71.170651
2147483648,2048MB,1073741824,1024MB,9,0.611993,70.180053
2147483648,2048MB,1073741824,1024MB,10,0.613861,69.966435
5368709120,5120MB,8192,8KB,1,4.117995,10.429754
5368709120,5120MB,8192,8KB,2,3.899780,11.013358
5368709120,5120MB,8192,8KB,3,4.216823,10.185315
5368709120,5120MB,8192,8KB,4,3.637157,11.808585
5368709120,5120MB,8192,8KB,5,4.053731,10.595098
5368709120,5120MB,8192,8KB,6,3.793198,11.322815
5368709120,5120MB,8192,8KB,7,3.644177,11.785837
5368709120,5120MB,8192,8KB,8,3.623762,11.852233
5368709120,5120MB,8192,8KB,9,3.776488,11.372915
5368709120,5120MB,8192,8KB,10,3.593091,11.953405
5368709120,5120MB,16384,16KB,1,3.217017,13.350778
5368709120,5120MB,16384,16KB,2,2.442455,17.584632
5368709120,5120MB,16384,16KB,3,2.809591,15.286805
5368709120,5120MB,16384,16KB,4,2.209324,19.440185
5368709120,5120MB,16384,16KB,5,2.160127,19.882940
5368709120,5120MB,16384,16KB,6,2.176543,19.732975
5368709120,5120MB,16384,16KB,7,2.184247,19.663376
5368709120,5120MB,16384,16KB,8,2.646650,16.227938
5368709120,5120MB,16384,16KB,9,2.212719,19.410356
5368709120,5120MB,16384,16KB,10,2.183495,19.670147
5368709120,5120MB,32768,32KB,1,2.888543,14.868976
5368709120,5120MB,32768,32KB,2,1.848961,23.229089
5368709120,5120MB,32768,32KB,3,2.355373,18.234763
5368709120,5120MB,32768,32KB,4,1.553759,27.642426
5368709120,5120MB,32768,32KB,5,1.518713,28.280302
5368709120,5120MB,32768,32KB,6,1.540551,27.879421
5368709120,5120MB,32768,32KB,7,1.537178,27.940600
5368709120,5120MB,32768,32KB,8,1.578898,27.202305
5368709120,5120MB,32768,32KB,9,1.626652,26.403729
5368709120,5120MB,32768,32KB,10,1.533366,28.010054
5368709120,5120MB,65536,64KB,1,2.686183,15.989108
5368709120,5120MB,65536,64KB,2,1.501981,28.595352
5368709120,5120MB,65536,64KB,3,1.185931,36.215987
5368709120,5120MB,65536,64KB,4,1.211054,35.464690
5368709120,5120MB,65536,64KB,5,2.041901,21.034165
5368709120,5120MB,65536,64KB,6,1.212999,35.407845
5368709120,5120MB,65536,64KB,7,1.196967,35.882083
5368709120,5120MB,65536,64KB,8,1.190288,36.083417
5368709120,5120MB,65536,64KB,9,1.198774,35.827992
5368709120,5120MB,65536,64KB,10,1.189905,36.095041
5368709120,5120MB,131072,128KB,1,2.165136,19.836943
5368709120,5120MB,131072,128KB,2,1.265191,33.947190
5368709120,5120MB,131072,128KB,3,1.407962,30.504850
5368709120,5120MB,131072,128KB,4,1.661491,25.850071
5368709120,5120MB,131072,128KB,5,0.778998,55.134503
5368709120,5120MB,131072,128KB,6,0.763294,56.268854
5368709120,5120MB,131072,128KB,7,0.828337,51.850470
5368709120,5120MB,131072,128KB,8,0.771351,55.681108
5368709120,5120MB,131072,128KB,9,1.172176,36.640976
5368709120,5120MB,131072,128KB,10,0.805450,53.323836
5368709120,5120MB,196608,192KB,1,2.125637,20.205558
5368709120,5120MB,196608,192KB,2,0.934879,45.941424
5368709120,5120MB,196608,192KB,3,0.767465,55.963067
5368709120,5120MB,196608,192KB,4,1.289819,33.299000
5368709120,5120MB,196608,192KB,5,0.741307,57.937768
5368709120,5120MB,196608,192KB,6,1.006602,42.667966
5368709120,5120MB,196608,192KB,7,1.829587,23.475070
5368709120,5120MB,196608,192KB,8,1.861464,23.073061
5368709120,5120MB,196608,192KB,9,1.759979,24.403520
5368709120,5120MB,196608,192KB,10,0.720994,59.570042
5368709120,5120MB,262144,256KB,1,2.056651,20.883303
5368709120,5120MB,262144,256KB,2,1.346976,31.886002
5368709120,5120MB,262144,256KB,3,1.020005,42.107312
5368709120,5120MB,262144,256KB,4,1.700855,25.251812
5368709120,5120MB,262144,256KB,5,1.189357,36.111687
5368709120,5120MB,262144,256KB,6,0.665736,64.514601
5368709120,5120MB,262144,256KB,7,0.733628,58.544228
5368709120,5120MB,262144,256KB,8,0.661806,64.897708
5368709120,5120MB,262144,256KB,9,0.679329,63.223708
5368709120,5120MB,262144,256KB,10,1.234343,34.795582
5368709120,5120MB,1048576,1MB,1,2.006047,21.410100
5368709120,5120MB,1048576,1MB,2,1.038459,41.359049
5368709120,5120MB,1048576,1MB,3,0.784129,54.773713
5368709120,5120MB,1048576,1MB,4,0.698807,61.461459
5368709120,5120MB,1048576,1MB,5,0.624335,68.792650
5368709120,5120MB,1048576,1MB,6,1.273150,33.734972
5368709120,5120MB,1048576,1MB,7,0.648026,66.277700
5368709120,5120MB,1048576,1MB,8,0.646509,66.433259
5368709120,5120MB,1048576,1MB,9,0.604346,71.068066
5368709120,5120MB,1048576,1MB,10,0.672080,63.905586
5368709120,5120MB,4194304,4MB,1,1.992808,21.552338
5368709120,5120MB,4194304,4MB,2,0.581788,73.823529
5368709120,5120MB,4194304,4MB,3,0.585290,73.381880
5368709120,5120MB,4194304,4MB,4,0.582447,73.740016
5368709120,5120MB,4194304,4MB,5,0.585472,73.359005
5368709120,5120MB,4194304,4MB,6,0.587122,73.152868
5368709120,5120MB,4194304,4MB,7,0.584682,73.458150
5368709120,5120MB,4194304,4MB,8,0.585492,73.356600
5368709120,5120MB,4194304,4MB,9,0.585109,73.404592
5368709120,5120MB,4194304,4MB,10,0.587491,73.106971
5368709120,5120MB,8388608,8MB,1,1.985826,21.628112
5368709120,5120MB,8388608,8MB,2,0.599770,71.610179
5368709120,5120MB,8388608,8MB,3,0.593100,72.415518
5368709120,5120MB,8388608,8MB,4,0.592728,72.461065
5368709120,5120MB,8388608,8MB,5,0.589895,72.809026
5368709120,5120MB,8388608,8MB,6,0.599383,71.656427
5368709120,5120MB,8388608,8MB,7,0.599948,71.588957
5368709120,5120MB,8388608,8MB,8,0.598836,71.721941
5368709120,5120MB,8388608,8MB,9,0.594424,72.254223
5368709120,5120MB,8388608,8MB,10,0.598621,71.747736
5368709120,5120MB,16777216,16MB,1,1.938177,22.159832
5368709120,5120MB,16777216,16MB,2,0.600053,71.576501
5368709120,5120MB,16777216,16MB,3,0.594629,72.229313
5368709120,5120MB,16777216,16MB,4,0.600571,71.514718
5368709120,5120MB,16777216,16MB,5,0.594614,72.231147
5368709120,5120MB,16777216,16MB,6,0.594815,72.206824
5368709120,5120MB,16777216,16MB,7,0.595868,72.079222
5368709120,5120MB,16777216,16MB,8,0.601288,71.429477
5368709120,5120MB,16777216,16MB,9,0.598909,71.713235
5368709120,5120MB,16777216,16MB,10,0.599943,71.589649
5368709120,5120MB,67108864,64MB,1,1.919936,22.370362
5368709120,5120MB,67108864,64MB,2,0.596784,71.968491
5368709120,5120MB,67108864,64MB,3,0.599818,71.604508
5368709120,5120MB,67108864,64MB,4,0.591826,72.571417
5368709120,5120MB,67108864,64MB,5,0.598275,71.789170
5368709120,5120MB,67108864,64MB,6,0.600000,71.582848
5368709120,5120MB,67108864,64MB,7,0.593826,72.327033
5368709120,5120MB,67108864,64MB,8,0.593478,72.369395
5368709120,5120MB,67108864,64MB,9,0.595296,72.148480
5368709120,5120MB,67108864,64MB,10,0.600412,71.533633
5368709120,5120MB,268435456,256MB,1,1.937377,22.168986
5368709120,5120MB,268435456,256MB,2,0.603468,71.171382
5368709120,5120MB,268435456,256MB,3,0.603415,71.177622
5368709120,5120MB,268435456,256MB,4,0.603060,71.219557
5368709120,5120MB,268435456,256MB,5,0.602023,71.342210
5368709120,5120MB,268435456,256MB,6,0.609652,70.449468
5368709120,5120MB,268435456,256MB,7,0.605792,70.898429
5368709120,5120MB,268435456,256MB,8,0.601336,71.423787
5368709120,5120MB,268435456,256MB,9,0.602076,71.335954
5368709120,5120MB,268435456,256MB,10,0.605820,70.895071
5368709120,5120MB,536870912,512MB,1,1.925085,22.310536
5368709120,5120MB,536870912,512MB,2,0.600801,71.487293
5368709120,5120MB,536870912,512MB,3,0.608317,70.604133
5368709120,5120MB,536870912,512MB,4,0.609741,70.439254
5368709120,5120MB,536870912,512MB,5,0.599005,71.701694
5368709120,5120MB,536870912,512MB,6,0.597594,71.870979
5368709120,5120MB,536870912,512MB,7,0.603153,71.208611
5368709120,5120MB,536870912,512MB,8,0.598636,71.745939
5368709120,5120MB,536870912,512MB,9,0.597434,71.890227
5368709120,5120MB,536870912,512MB,10,0.609480,70.469384
5368709120,5120MB,1073741824,1024MB,1,1.980306,21.688397
5368709120,5120MB,1073741824,1024MB,2,0.610582,70.342187
5368709120,5120MB,1073741824,1024MB,3,0.608793,70.548894
5368709120,5120MB,1073741824,1024MB,4,0.609180,70.504030
5368709120,5120MB,1073741824,1024MB,5,0.601199,71.440015
5368709120,5120MB,1073741824,1024MB,6,0.610447,70.357754
5368709120,5120MB,1073741824,1024MB,7,0.604685,71.028200
5368709120,5120MB,1073741824,1024MB,8,0.604148,71.091252
5368709120,5120MB,1073741824,1024MB,9,0.608189,70.618969
5368709120,5120MB,1073741824,1024MB,10,0.609601,70.455385
